Category,Score,Exchange,Contribution
"('EF v3.1 no LT', 'material resources: metals/minerals no LT', 'abiotic depletion potential (ADP): elements (ultimate reserves) no LT')",0.0005274177380071731,syngas,83.41845521838131
"('EF v3.1 no LT', 'material resources: metals/minerals no LT', 'abiotic depletion potential (ADP): elements (ultimate reserves) no LT')",2.019009721794974e-08,heat CHP,0.0031933448560036845
"('EF v3.1 no LT', 'material resources: metals/minerals no LT', 'abiotic depletion potential (ADP): elements (ultimate reserves) no LT')",2.3378004616138172e-08,electricity CHP,0.0036975567764084387
"('EF v3.1 no LT', 'material resources: metals/minerals no LT', 'abiotic depletion potential (ADP): elements (ultimate reserves) no LT')",0.00010115556954748791,syncrude,15.999161082959656
"('EF v3.1 no LT', 'material resources: metals/minerals no LT', 'abiotic depletion potential (ADP): elements (ultimate reserves) no LT')",3.5136541895165784e-06,H2,0.5557333087972104
"('EF v3.1 no LT', 'material resources: metals/minerals no LT', 'abiotic depletion potential (ADP): elements (ultimate reserves) no LT')",5.4108157466808654e-09,C1C4,0.0008557958114280781
"('EF v3.1 no LT', 'material resources: metals/minerals no LT', 'abiotic depletion potential (ADP): elements (ultimate reserves) no LT')",7.529864918462543e-08,H20,0.011909529282700863
"('EF v3.1 no LT', 'material resources: metals/minerals no LT', 'abiotic depletion potential (ADP): elements (ultimate reserves) no LT')",1.5378299071705422e-08,naphta,0.0024322920144761733
"('EF v3.1 no LT', 'material resources: metals/minerals no LT', 'abiotic depletion potential (ADP): elements (ultimate reserves) no LT')",2.885467043081265e-08,jet fuel,0.004563767692510106
"('EF v3.1 no LT', 'ozone depletion no LT', 'ozone depletion potential (ODP) no LT')",3.3858883869364996e-06,syngas,97.39985578679564
"('EF v3.1 no LT', 'ozone depletion no LT', 'ozone depletion potential (ODP) no LT')",6.8558216009070434e-12,heat CHP,0.0001972173795818828
"('EF v3.1 no LT', 'ozone depletion no LT', 'ozone depletion potential (ODP) no LT')",7.93831883538104e-12,electricity CHP,0.000228356939566838
"('EF v3.1 no LT', 'ozone depletion no LT', 'ozone depletion potential (ODP) no LT')",8.733011581448418e-08,syncrude,2.512173974485605
"('EF v3.1 no LT', 'ozone depletion no LT', 'ozone depletion potential (ODP) no LT')",3.0326482562223253e-09,H2,0.0872384051251573
"('EF v3.1 no LT', 'ozone depletion no LT', 'ozone depletion potential (ODP) no LT')",4.646138667292687e-13,C1C4,1.3365273288562468e-05
"('EF v3.1 no LT', 'ozone depletion no LT', 'ozone depletion potential (ODP) no LT')",6.4657157432537056e-12,H20,0.00018599543427984114
"('EF v3.1 no LT', 'ozone depletion no LT', 'ozone depletion potential (ODP) no LT')",1.3204979304289044e-12,naphta,3.7985985742107545e-05
"('EF v3.1 no LT', 'ozone depletion no LT', 'ozone depletion potential (ODP) no LT')",2.4776818560643748e-12,jet fuel,7.127401375583388e-05
"('EF v3.1 no LT', 'particulate matter formation no LT', 'impact on human health no LT')",1.755047803941163e-06,syngas,85.54939340082586
"('EF v3.1 no LT', 'particulate matter formation no LT', 'impact on human health no LT')",5.210981454655665e-10,heat CHP,0.02540080683088279
"('EF v3.1 no LT', 'particulate matter formation no LT', 'impact on human health no LT')",6.033767306144813e-10,electricity CHP,0.029411457158219304
"('EF v3.1 no LT', 'particulate matter formation no LT', 'impact on human health no LT')",2.85230049618933e-07,syncrude,13.90347184264231
"('EF v3.1 no LT', 'particulate matter formation no LT', 'impact on human health no LT')",9.901755739625247e-09,H2,0.4826587601920864
"('EF v3.1 no LT', 'particulate matter formation no LT', 'impact on human health no LT')",8.587329315551316e-12,C1C4,0.00041858735256602314
"('EF v3.1 no LT', 'particulate matter formation no LT', 'impact on human health no LT')",1.1950403189411845e-10,H20,0.005825195994397835
"('EF v3.1 no LT', 'particulate matter formation no LT', 'impact on human health no LT')",2.440639722814068e-11,naphta,0.0011896841061983007
"('EF v3.1 no LT', 'particulate matter formation no LT', 'impact on human health no LT')",4.579430697359952e-11,jet fuel,0.002232232748307514
"('EF v3.1 no LT', 'photochemical oxidant formation: human health no LT', 'tropospheric ozone concentration increase no LT')",0.40762581205271176,syngas,96.45516422814579
"('EF v3.1 no LT', 'photochemical oxidant formation: human health no LT', 'tropospheric ozone concentration increase no LT')",8.442743033406452e-05,heat CHP,0.019977787022916662
"('EF v3.1 no LT', 'photochemical oxidant formation: human health no LT', 'tropospheric ozone concentration increase no LT')",9.775806598512623e-05,electricity CHP,0.02313217178700628
"('EF v3.1 no LT', 'photochemical oxidant formation: human health no LT', 'tropospheric ozone concentration increase no LT')",0.01429409577167571,syncrude,3.3823651848905354
"('EF v3.1 no LT', 'photochemical oxidant formation: human health no LT', 'tropospheric ozone concentration increase no LT')",0.0004961481391068484,H2,0.11740191328426358
"('EF v3.1 no LT', 'photochemical oxidant formation: human health no LT', 'tropospheric ozone concentration increase no LT')",3.58902615541194e-07,C1C4,8.492595341204826e-05
"('EF v3.1 no LT', 'photochemical oxidant formation: human health no LT', 'tropospheric ozone concentration increase no LT')",4.994604030946462e-06,H20,0.0011818568349081932
"('EF v3.1 no LT', 'photochemical oxidant formation: human health no LT', 'tropospheric ozone concentration increase no LT')",1.020051692352579e-06,naphta,0.00024137149954169966
"('EF v3.1 no LT', 'photochemical oxidant formation: human health no LT', 'tropospheric ozone concentration increase no LT')",1.9139473922301778e-06,jet fuel,0.0004528911187246417
"('EF v3.1 no LT', 'water use no LT', 'user deprivation potential (deprivation-weighted water consumption) no LT')",91.41164923848912,syngas,96.15687736812643
"('EF v3.1 no LT', 'water use no LT', 'user deprivation potential (deprivation-weighted water consumption) no LT')",0.011548944401461071,heat CHP,0.012148456348767187
"('EF v3.1 no LT', 'water use no LT', 'user deprivation potential (deprivation-weighted water consumption) no LT')",0.013372460400480277,electricity CHP,0.014066632049098799
"('EF v3.1 no LT', 'water use no LT', 'user deprivation potential (deprivation-weighted water consumption) no LT')",3.5061738709023262,syncrude,3.6881812519987798
"('EF v3.1 no LT', 'water use no LT', 'user deprivation potential (deprivation-weighted water consumption) no LT')",0.12179089044920263,H2,0.12811312141328193
"('EF v3.1 no LT', 'water use no LT', 'user deprivation potential (deprivation-weighted water consumption) no LT')",2.533933942226437e-05,C1C4,2.6654718230267848e-05
"('EF v3.1 no LT', 'water use no LT', 'user deprivation potential (deprivation-weighted water consumption) no LT')",0.0003526303831169382,H20,0.0003709356169385671
"('EF v3.1 no LT', 'water use no LT', 'user deprivation potential (deprivation-weighted water consumption) no LT')",7.201796515693137e-05,naphta,7.575645666155701e-05
"('EF v3.1 no LT', 'water use no LT', 'user deprivation potential (deprivation-weighted water consumption) no LT')",0.0001351290308512997,jet fuel,0.00014214365189432786
